CODE_LIGNE;LIB_LIGNE;STATUT;RG_TRONCON;PKD;PKF;IDGAIA;X_D_L93;Y_D_L93;X_F_L93;Y_F_L93;X_D_WGS84;Y_D_WGS84;X_F_WGS84;Y_F_WGS84;C_GEO_D;C_GEO_F
358000;Ligne de Motteville à St-Valery-en-Caux;Exploitée;1;170+025;199+400;79d94110-e28c-11e8-92ff-01b064e0362d;544317.4843000025;6950769.4947;535314.1768999994;6974320.923799999;0.845685452224687;49.63695911199799;0.7117246408842961;49.84620771457869;49.636959112,0.845685452225;49.8462077146,0.711724640884
451300;Raccordement de La Duboisière (Le Mans);Exploitée;1;000+648;003+955;79dbb3dc-e28c-11e8-92ff-01b064e0362d;489852.2550000027;6767222.0185;489312.8540999964;6770172.796500001;0.183144328458511;47.971648906166116;0.174505565699446;47.998013186955525;47.9716489062,0.183144328459;47.998013187,0.174505565699
268000;Ligne de Somain à Halluin;Exploitée;1;275+109;276+832;79d9bc06-e28c-11e8-92ff-01b064e0362d;712690.0034999996;7068991.7271;711522.572800003;7068204.627999999;3.179362871778003;50.717521325548795;3.162839295739704;50.710481247598516;50.7175213255,3.17936287178;50.7104812476,3.16283929574
001379;Raccordement de la ligne EOLE à la ligne Paris-Mulhouse;Exploitée;1;000+000;001+985;79d65726-e28c-11e8-92ff-01b064e0362d;652759.814199999;6864396.017999999;653516.9204000011;6865691.147999998;2.355900577835273;48.87785127403437;2.3660811836047753;48.88955308066382;48.877851274,2.35590057784;48.8895530807,2.3660811836
261306;Raccordement de Lamotte-Brebière;Exploitée;1;128+548;130+647;79d98ee4-e28c-11e8-92ff-01b064e0362d;654233.1213999987;6976022.9089;656210.4016000032;6976296.824999999;2.363723791677487;49.88127964209632;2.391182548885844;49.88388030207864;49.8812796421,2.36372379168;49.8838803021,2.39118254889
141306;Raccordement de Strasbourg-Neudorf à Strasbourg-Koenigshoffen;Exploitée;1;000+000;001+771;79d8f96a-e28c-11e8-92ff-01b064e0362d;1047479.5477000028;6839885.250999998;1047138.988499999;6841169.921799999;7.712267867616617;48.565844814306;7.7086980593118195;48.57756302896135;48.5658448143,7.71226786762;48.577563029,7.70869805931
302526;Boucle de Dunkerque;Exploitée;1;304+713;312+643;79da057c-e28c-11e8-92ff-01b064e0362d;655374.483099997;7104406.3389;652701.5274000019;7101413.734900001;2.365243299327276;51.03374475252618;2.327587238908688;51.00670679301935;51.0337447525,2.36524329933;51.006706793,2.32758723891
408340;Raccordement de Sablé-sur-Sarthe;Exploitée;1;000+000;009+275;79e5c124-e28c-11e8-92ff-01b064e0362d;456778.2621999979;6761641.494399998;451711.14360000193;6755898.777899999;-0.25663283889210803;47.91002010092975;-0.32116789893088005;47.85648303060621;47.9100201009,-0.256632838892;47.8564830306,-0.321167898931
409000;Ligne de Chartres à Dreux;Exploitée;1;034+274;042+900;79db10d0-e28c-11e8-92ff-01b064e0362d;575646.6317000017;6842785.163899999;580155.8527000025;6849111.400400002;1.311019500909883;48.67325760127759;1.370473589117132;48.73099809522686;48.6732576013,1.31101950091;48.7309980952,1.37047358912
140000;Ligne de Réding à Metz-Ville;Exploitée;1;066+897;154+700;79d8f484-e28c-11e8-92ff-01b064e0362d;1000981.7070999965;6856993.091200002;932206.4600000009;6894795.048599999;7.094931759458109;48.742800610686245;6.181089520141451;49.110869019562486;48.7428006107,7.09493175946;49.1108690196,6.18108952014
325000;Ligne d'Épinay-Villetaneuse au Tréport-Mers;Exploitée;3;127+358;182+548;79da7f84-e28c-11e8-92ff-01b064e0362d;611715.0412999988;6956041.9989;583639.5949999988;6997258.616;1.7769883246687121;49.69727695636954;1.376416402569846;50.062937526568405;49.6972769564,1.77698832467;50.0629375266,1.37641640257
523000;Ligne de La Possonnière à Niort;Exploitée;1;000-281;044+234;79de6054-e28c-11e8-92ff-01b064e0362d;421511.5474999994;6703292.7711;407897.2775999978;6669406.021200001;-0.691688910373588;47.371371541319874;-0.8499963584778991;47.060796422890775;47.3713715413,-0.691688910374;47.0607964229,-0.849996358478
939511;Voie du chantier Arenc au môle du Maroc;Exploitée;1;000+000;000+100;79e633c2-e28c-11e8-92ff-01b064e0362d;;;;;;;;;;
337300;Raccordement d'Éragny;Exploitée;1;030+396;033+098;79dabdea-e28c-11e8-92ff-01b064e0362d;634059.6944999993;6880962.564100001;635978.8708999977;6882363.772100002;2.098372473148148;49.02517188272008;2.124399493218229;49.03796459162178;49.0251718827,2.09837247315;49.0379645916,2.12439949322
752354;Raccordement nord de Bollène-Lamotte-du-Rhône;Exploitée;1;000+000;003+100;79df9dae-e28c-11e8-92ff-01b064e0362d;835704.1912999973;6357864.758099999;836096.7111999989;6354804.261999998;4.7012241483125035;44.30664976880583;4.705314885322642;44.27903151145665;44.3066497688,4.70122414831;44.2790315115,4.70531488532
747000;Ligne de Bourron-Marlotte-Grez à Malesherbes;Exploitée;1;008+445;025+433;79e55754-e28c-11e8-92ff-01b064e0362d;669103.2317999974;6802984.836100001;655518.2509000003;6798715.3539;2.58315089961249;48.32644850767345;2.400310212551952;48.287249000963506;48.3264485077,2.58315089961;48.287249001,2.40031021255
457000;Ligne de Segré à Nantes-État;Exploitée;1;391+800;391+900;79e44758-e28c-11e8-92ff-01b064e0362d;358312.24930000305;6690542.863000002;358284.063500002;6690472.901700001;-1.51814653752091;47.22718119034166;-1.518465546878543;47.226537871418145;47.2271811903,-1.51814653752;47.2265378714,-1.51846554688
295000;Ligne de Lille aux Fontinettes;Exploitée;1;000+000;105+203;79d9e274-e28c-11e8-92ff-01b064e0362d;705087.568599999;7059984.962200001;618685.8207999989;7094737.697999999;3.071793000654148;50.636806000103945;1.8454494291038572;50.94329973196463;50.6368060001,3.07179300065;50.943299732,1.8454494291
942000;Ligne de La Pauline-Hyères aux Salins-d'Hyères;Exploitée;1;000+850;010+849;79e4fc36-e28c-11e8-92ff-01b064e0362d;947577.3008000031;6231791.1767;954972.078900002;6227555.630600002;6.041747929776196;43.14245019209639;6.130444762178435;43.10178435303469;43.1424501921,6.04174792978;43.101784353,6.13044476218
247000;Ligne d'Hautmont à Feignies (frontière);Exploitée;1;224+841;233+100;79d8c8cc-e28c-11e8-92ff-01b064e0362d;765840.8531000018;7018609.867600001;764751.865199998;7026109.812600002;3.922249033568651;50.26196580542804;3.908204911343438;50.32941344304342;50.2619658054,3.92224903357;50.329413443,3.90820491134
142000;Ligne de Strasbourg-Ville à Strasbourg-Port-du-Rhin;Exploitée;1;000+000;007+737;79d8f9d4-e28c-11e8-92ff-01b064e0362d;1048971.2239999995;6842114.9048000015;1053953.4227000028;6841365.345800001;7.734259299051056;48.58506336156198;7.801066627160046;48.575628782249595;48.5850633616,7.73425929905;48.5756287822,7.80106662716
895000;Ligne de La Roche-sur-Foron à St-Gervais-les-Bains-Le Fayet;Exploitée;1;000+561;047+600;79e1e0fe-e28c-11e8-92ff-01b064e0362d;955625.8383999988;6556815.615800001;987161.7198999971;6541196.9092000015;6.307708231232441;46.06291681975465;6.705726250064731;45.90980246833465;46.0629168198,6.30770823123;45.9098024683,6.70572625006
960000;Ligne de Sartrouville à Noisy-le-Sec (Tangentielle Légère Nord);Exploitée;1;044+788;055+559;79e57958-e28c-11e8-92ff-01b064e0362d;648676.8903999999;6872802.663800001;657643.1054000035;6870324.0495;2.299217266229849;48.95313453011273;2.421887873112596;48.93149923860508;48.9531345301,2.29921726623;48.9314992386,2.42188787311
695000;Ligne de Bourges à Miécaze;Exploitée;1;225+640;328+403;79e3d66a-e28c-11e8-92ff-01b064e0362d;647137.6675999984;6665995.4113;669604.4309;6581618.862;2.303122039456704;47.092114845809284;2.604858117812734;46.33380014276818;47.0921148458,2.30312203946;46.3338001428,2.60485811781
172000;Ligne de Rémilly à Stiring-Wendel;Exploitée;1;000-389;052+070;79d78ce8-e28c-11e8-92ff-01b064e0362d;947882.7362999991;6884940.984499998;987264.0500999987;6908732.079599999;6.389797600985538;49.016480078771714;6.943742437660976;49.21372043871654;49.0164800788,6.38979760099;49.2137204387,6.94374243766
525000;Ligne des Sables-d'Olonne à Tours;Exploitée;2;240+489;241+080;79de7b94-e28c-11e8-92ff-01b064e0362d;525023.8847000003;6697784.818;524522.1361000016;6697464.2709;0.681608603592961;47.357277310697654;0.6750894060085091;47.354260148696156;47.3572773107,0.681608603593;47.3542601487,0.675089406009
831000;Ligne de Flamboin-Gouaix à Montereau;Exploitée;1;094+448;122+070;79e60b64-e28c-11e8-92ff-01b064e0362d;721234.3517000005;6819181.883900002;695273.9289999977;6808864.346999999;3.287283383626792;48.4725532460354;2.9361726954737613;48.380062575084864;48.472553246,3.28728338363;48.3800625751,2.93617269547
396000;Ligne de Plaisir-Grignon à Épône-Mézières;Exploitée;1;033+510;052+036;79daf2ba-e28c-11e8-92ff-01b064e0362d;621072.9522999972;6859806.497299999;612955.5612000003;6874375.795400001;1.924758747774403;48.83347660823876;1.8112016087027;48.96343643154164;48.8334766082,1.92475874777;48.9634364315,1.8112016087
314306;Raccordement des Fontinettes;Exploitée;1;291+889;292+582;79da3aca-e28c-11e8-92ff-01b064e0362d;618892.0857999995;7093770.2322;619442.8731999993;7093875.9252;1.8485779881707272;50.9346494202613;1.856374234961188;50.93566919867772;50.9346494203,1.84857798817;50.9356691987,1.85637423496
301306;Raccordement de l'Yser;Exploitée;1;000+000;001+303;79d9feb0-e28c-11e8-92ff-01b064e0362d;656474.9272999987;7101190.963799998;655654.924999997;7101976.053100001;2.381253826721922;51.00498549480165;2.369508169665932;51.01196863866784;51.0049854948,2.38125382672;51.0119686387,2.36950816967
039000;Ligne de Toul à Rosières-aux-Salines;Exploitée;1;023+115;043+729;79e6c2e2-e28c-11e8-92ff-01b064e0362d;928981.5156999975;6839358.523800001;947271.0754000023;6838356.5931;6.10708820139812;48.6138705881701;6.354397579494334;48.59813626039022;48.6138705882,6.1070882014;48.5981362604,6.35439757949
060000;Ligne d'Épinal à Bussang;Exploitée;1;003+687;028+050;79e5fcea-e28c-11e8-92ff-01b064e0362d;956742.1213999987;6788484.103700001;968746.4209999964;6774133.539000001;6.453148843726827;48.14618950414152;6.605578058966685;48.0123561180798;48.1461895041,6.45314884373;48.0123561181,6.60557805897
810315;Raccordement de Nimes-Alès;Exploitée;1;000+000;001+053;79e4ace0-e28c-11e8-92ff-01b064e0362d;810664.7976000011;6306434.242899999;810484.3066999987;6305539.007800002;4.37615940288051;43.84823901258729;4.373721726435362;43.840212228021706;43.8482390126,4.37615940288;43.840212228,4.37372172644
752356;Raccordement sud de Bollène-Lamotte-du-Rhône;Exploitée;1;000+000;001+614;79df9e22-e28c-11e8-92ff-01b064e0362d;835628.0969000012;6356488.385200001;835636.5873000026;6354893.686999999;4.699899105222208;44.294278193742436;4.699575352222603;44.27992554946671;44.2942781937,4.69989910522;44.2799255495,4.69957535222
594000;Ligne de Joué-lès-Tours à Châteauroux;Exploitée;1;240+630;290+000;79e5082a-e28c-11e8-92ff-01b064e0362d;524522.1361000016;6697464.2709;552042.0819000006;6666134.484000001;0.6750894060085091;47.354260148696156;1.049788727196685;47.079016357403255;47.3542601487,0.675089406009;47.0790163574,1.0497887272
242626;Voie-mère de St-Quentin (Origny-Ste-Benoite);Exploitée;1;000+420;022+300;79d8c432-e28c-11e8-92ff-01b064e0362d;721080.4579999968;6971027.302700002;734967.5842999965;6971305.137200002;3.292819514874988;49.837706285334264;3.485739413878621;49.83958722986549;49.8377062853,3.29281951487;49.8395872299,3.48573941388
893000;Ligne de Collonges-Fontaines à Lyon-Guillotière;Exploitée;1;499+752;511+600;79e1dcf8-e28c-11e8-92ff-01b064e0362d;843446.5719999969;6526918.583900001;843715.5966000035;6515923.673099998;4.847837163544355;45.82680129960358;4.847987305836507;45.72776373829968;45.8268012996,4.84783716354;45.7277637383,4.84798730584
070336;Raccordement direct de Frouard;Exploitée;1;340+664;343+275;79d8538e-e28c-11e8-92ff-01b064e0362d;927823.9063000008;6855424.960000001;930120.3113999963;6856327.8114;6.099950834561304;48.758678395213835;6.131651901208304;48.76597751230383;48.7586783952,6.09995083456;48.7659775123,6.13165190121
300000;Ligne de Dunkerque-Locale à Bray-Dunes;Exploitée;1;304+226;311+500;79e52bd2-e28c-11e8-92ff-01b064e0362d;655930.8925999999;7103077.4483;661219.1454000026;7106736.105900001;2.3733073914261382;51.021866415174365;2.448143706623066;51.05503272033215;51.0218664152,2.37330739143;51.0550327203,2.44814370662
736000;Ligne de Castelnaudary à Rodez;Exploitée;1;412+858;494+995;79e5df3a-e28c-11e8-92ff-01b064e0362d;630327.5309000015;6313879.622299999;666141.3752000034;6363008.022700001;2.132525882002322;43.920476587490704;2.575130622360679;44.36528624477327;43.9204765875,2.132525882;44.3652862448,2.57513062236
571000;Ligne de Port-Boulet à Port-de-Piles;Exploitée;1;050+885;051+554;79e4047c-e28c-11e8-92ff-01b064e0362d;517190.3276000023;6660596.904599998;517577.00129999965;6660092.479800001;0.592894974102338;47.02052251770258;0.5981852346748661;47.01608910903101;47.0205225177,0.592894974102;47.016089109,0.598185234675
310000;Ligne de St-Omer à Hesdigneul;Exploitée;1;101+850;117+039;79da25fe-e28c-11e8-92ff-01b064e0362d;618707.1974000037;7064040.567299999;605923.4430999979;7063172.806200001;1.852088702623929;50.6679190480992;1.6718109682328102;50.65833420231382;50.6679190481,1.85208870262;50.6583342023,1.67181096823
738000;Ligne de Montauban-Ville-Bourbon à La Crémade;Exploitée;1;248+757;297+067;79df5104-e28c-11e8-92ff-01b064e0362d;593757.4025000036;6298230.459399998;630760.8052000031;6277307.005199999;1.680526459248937;43.775104038353994;2.142862737799675;43.591437854862704;43.7751040384,1.68052645925;43.5914378549,2.1428627378
812306;Raccordement de L'Ardoise à Port-L'Ardoise;Exploitée;1;000+000;000+886;79e0a41a-e28c-11e8-92ff-01b064e0362d;836026.380900003;6334588.4846;836717.427199997;6334421.233600002;4.698984505325744;44.0971287022468;4.707567898593408;44.09548957512552;44.0971287022,4.69898450533;44.0954895751,4.70756789859
114300;Raccordement de Sarrebourg à Sarraltroff;Exploitée;1;000+217;003+420;79e69e22-e28c-11e8-92ff-01b064e0362d;997756.4444999993;6856292.991;998942.6198000014;6859071.263;7.050640427310849;48.73800774740336;7.068694278717144;48.76241440462276;48.7380077474,7.05064042731;48.7624144046,7.06869427872
325000;Ligne d'Épinay-Villetaneuse au Tréport-Mers;Exploitée;1;009+203;125+807;79da771e-e28c-11e8-92ff-01b064e0362d;650724.7814000025;6873443.8303;611514.804899998;6954737.1503;2.327103863071398;48.95906011170955;1.774495414204267;49.68552581891906;48.9590601117,2.32710386307;49.6855258189,1.7744954142
862310;Raccordement TGV de Perrigny;Exploitée;1;000+000;002+470;79e2e00c-e28c-11e8-92ff-01b064e0362d;853133.0289999992;6689581.945099998;854677.871799998;6690189.624600001;5.026323571835752;47.28886941150492;5.046964905051571;47.29397951796189;47.2888694115,5.02632357184;47.293979518,5.04696490505
408315;Raccordement de la Milesse Fret;Exploitée;1;000+000;001+968;79e5c00a-e28c-11e8-92ff-01b064e0362d;487237.85819999874;6779154.682999998;485730.4848999977;6780110.679400001;0.14234487254177902;48.078116034589115;0.12164902864102602;48.086220458128125;48.0781160346,0.142344872542;48.0862204581,0.121649028641
269000;Ligne de Fives à Baisieux;Exploitée;1;002+156;014+619;79d9c32a-e28c-11e8-92ff-01b064e0362d;706421.1459000036;7058349.756000001;718687.7721000016;7057854.8521;3.090585231659483;50.62211883167487;3.263610417811266;50.61743044620954;50.6221188317,3.09058523166;50.6174304462,3.26361041781
527000;Ligne de Clisson à Cholet;Exploitée;1;000+244;038+029;79de80c6-e28c-11e8-92ff-01b064e0362d;375109.8452000022;6673708.651999999;406444.8954000026;6670020.742899999;-1.284413532350826;47.08428447460978;-0.8695053384098951;47.06568536104391;47.0842844746,-1.28441353235;47.065685361,-0.86950533841
268000;Ligne de Somain à Halluin;Exploitée;1;246+512;246+950;79e62266-e28c-11e8-92ff-01b064e0362d;717581.1766000018;7042328.297200002;717253.5481999964;7042648.723200001;3.247314870634271;50.47810637256371;3.242719997898392;50.480991716092696;50.4781063726,3.24731487063;50.4809917161,3.2427199979
145306;Raccordement de Bischheim;Exploitée;1;000+900;002+113;79d90442-e28c-11e8-92ff-01b064e0362d;1049009.6400000006;6844314.0331000015;1048282.8527000025;6844493.331700001;7.7365666697520155;48.6047887562421;7.72687217497861;48.606790199534196;48.6047887562,7.73656666975;48.6067901995,7.72687217498
110000;Ligne de Strasbourg-Ville à St-Dié;Exploitée;1;000+000;086+242;79d74d86-e28c-11e8-92ff-01b064e0362d;1048789.6657999977;6841859.7652;992939.5672999993;6805228.7897000015;7.731594953278417;48.58287025491014;6.950498210083727;48.28142701610043;48.5828702549,7.73159495328;48.2814270161,6.95049821008
563300;Raccordement de St-Pierre-des-Corps à Tours;Exploitée;1;233+646;235+720;79dd4778-e28c-11e8-92ff-01b064e0362d;527848.2989000008;6700619.8266;526113.6944999993;6701192.850400001;0.7179251138143731;47.383528160889824;0.6947221708145891;47.38823086739208;47.3835281609,0.717925113814;47.3882308674,0.694722170815
890605;Voie-mère de l'embranchement particulier de la ZI d'Ambérieu;Exploitée;1;000+000;000+237;79e1d356-e28c-11e8-92ff-01b064e0362d;879753.1975999996;6541560.952799998;879550.735799998;6541433.133299999;5.320829249775883;45.94998029166362;5.318168292427138;45.94888332977348;45.9499802917,5.32082924978;45.9488833298,5.31816829243
292000;Ligne d'Haubourdin à St-André;Exploitée;1;010+944;019+592;79db8d22-e28c-11e8-92ff-01b064e0362d;699016.5;7056476.983100001;702422.0046999976;7062188.243299998;2.986130074557951;50.60534385058972;3.034191483051031;50.65659450512642;50.6053438506,2.98613007456;50.6565945051,3.03419148305
005000;Ligne de Paris à Strasbourg (LGV);Exploitée;1;301+475;406+015;79e5fac8-e28c-11e8-92ff-01b064e0362d;952060.307599999;6878129.092799999;1046941.0414000005;6852414.1186;6.442795132714842;48.95365913025092;7.715116080019762;48.67863056755362;48.9536591303,6.44279513271;48.6786305676,7.71511608002
229306;Raccordement du Bourget;Exploitée;1;055+600;057+737;79d80592-e28c-11e8-92ff-01b064e0362d;658092.9139000028;6870268.4351;658297.7286000028;6867986.586199999;2.428032409717359;48.93102859085462;2.431052115888343;48.91052248779573;48.9310285909,2.42803240972;48.9105224878,2.43105211589
690000;Ligne de Vierzon à Saincaize;Exploitée;1;204+612;291+806;79dec040-e28c-11e8-92ff-01b064e0362d;631690.8464000002;6679475.6175;705449.5830999985;6647941.5326000005;2.097473009692885;47.21206151909597;3.071627165431809;46.93164731782984;47.2120615191,2.09747300969;46.9316473178,3.07162716543
604000;Ligne de Mignaloux-Nouaillé à Bersac;Exploitée;1;347+415;419+675;79dde2ce-e28c-11e8-92ff-01b064e0362d;501300.7800000012;6606330.684099998;552241.4131999984;6569280.488600001;0.407271909794276;46.52762800691871;1.08339537171173;46.20723232089833;46.5276280069,0.407271909794;46.2072323209,1.08339537171
892000;Ligne de Longeray-Léaz au Bouveret;Exploitée;1;139+428;211+700;79e1d712-e28c-11e8-92ff-01b064e0362d;922527.2537999973;6560692.886700001;975170.8642999977;6594959.3478999995;5.8816624596373694;46.10948272199713;6.582660092005996;46.39839056119937;46.109482722,5.88166245964;46.3983905612,6.58266009201
226309;Raccordement d'Arras-Nord;Exploitée;1;000+000;001+267;79d7f7ea-e28c-11e8-92ff-01b064e0362d;691449.8533999994;7022377.9463;692242.3954000026;7023326.094999999;2.880150524273985;50.29919257434427;2.891241457182475;50.307715802593286;50.2991925743,2.88015052427;50.3077158026,2.89124145718
538310;Raccordement R2FS de Fontaine-Le Comte Sud;Exploitée;1;001+190;004+002;79e60d50-e28c-11e8-92ff-01b064e0362d;488004.4148999974;6604785.440699998;486720.0050000027;6602313.838399999;0.23461747686265902;46.509660572717586;0.219011796063368;46.487012651910476;46.5096605727,0.234617476863;46.4870126519,0.219011796063
514300;Raccordement des deux gares;Exploitée;1;001+059;005+236;79dcc738-e28c-11e8-92ff-01b064e0362d;357427.3857000023;6689746.969799999;355122.2292999998;6688157.233100001;-1.5292185035226842;47.21957165424019;-1.558415949985096;47.20408986231321;47.2195716542,-1.52921850352;47.2040898623,-1.55841594999
896000;Ligne de St-Gervais-les-Bains-Le Fayet à Vallorcine (frontière);Exploitée;1;000-165;036+625;79e1e390-e28c-11e8-92ff-01b064e0362d;986783.3056999967;6540805.409699999;1005129.6683000028;6557809.874600001;6.700613494322327;45.90644067046289;6.947932588923565;46.05138706803565;45.9064406705,6.70061349432;46.051387068,6.94793258892
834340;Raccordement de Lattes;Exploitée;1;000+000;002+614;79e55dac-e28c-11e8-92ff-01b064e0362d;770887.432099998;6275198.829500001;769259.8377000019;6273178.014899999;3.877249805560436;43.57230776858651;3.856838158246553;43.55428756515594;43.5723077686,3.87724980556;43.5542875652,3.85683815825
561311;Raccordement des Fontaines (Le Mans);Exploitée;1;000+275;001+757;79dd450c-e28c-11e8-92ff-01b064e0362d;490590.9897999987;6767298.0123;490601.59960000217;6765632.899099998;0.193001903477724;47.972569054803586;0.193936839381738;47.957597052250804;47.9725690548,0.193001903478;47.9575970523,0.193936839382
030000;Ligne de Neufchâteau à Épinal;Exploitée;1;048+895;077+350;79e3975e-e28c-11e8-92ff-01b064e0362d;899335.425999999;6809968.9617;916689.0099999979;6805186.805300001;5.691563661436109;48.35944961410407;5.923288564060361;48.310901571232456;48.3594496141,5.69156366144;48.3109015712,5.92328856406
760311;Raccordement des lignes de Nevers à Chagny et de Chagny à Dole;Exploitée;1;000-019;000+673;79dfbf10-e28c-11e8-92ff-01b064e0362d;831834.4156000018;6647545.3966999985;832372.7412;6647938.974399999;4.732387648494642;46.91508153813562;4.739573223347753;46.9185177578057;46.9150815381,4.73238764849;46.9185177578,4.73957322335
259000;Ligne de St-Just-en-Chaussée à Douai;Exploitée;2;118+175;131+800;79d98492-e28c-11e8-92ff-01b064e0362d;684226.4654000029;6955505.6371;685771.4695999995;6967585.587699998;2.781492845454608;49.69840488246372;2.8024767408738462;49.80697701749374;49.6984048825,2.78149284545;49.8069770175,2.80247674087
676000;Ligne de Carcassonne à Rivesaltes;Exploitée;1;425+729;470+315;79e47aa2-e28c-11e8-92ff-01b064e0362d;648756.5958999991;6190315.6261;689031.5860000029;6185610.2225;2.374163126447155;42.81051335372761;2.866137255195245;42.76994582040252;42.8105133537,2.37416312645;42.7699458204,2.8661372552
500000;Ligne de Chartres à Bordeaux-St-Jean;Exploitée;1;183+400;232+700;79dc1230-e28c-11e8-92ff-01b064e0362d;532015.5666000023;6750516.09;499455.74109999835;6723179.157499999;0.7543313308318641;47.833539742871096;0.33171164562445904;47.57849051968017;47.8335397429,0.754331330832;47.5784905197,0.331711645624
062000;Ligne d'Arches à St-Dié;Exploitée;1;048+140;048+689;99fe3188-138b-11e9-80ff-01d06fb51c27;993426.4689999968;6804904.609000001;992939.5672999993;6805228.7897000015;6.956834558097344;48.27829462696614;6.950498210083727;48.28142701610043;48.278294627,6.9568345581;48.2814270161,6.95049821008
762000;Ligne de Clamecy à Gilly-sur-Loire;Exploitée;1;226+954;310+459;79dfc578-e28c-11e8-92ff-01b064e0362d;739064.6768999994;6707309.649599999;749416.4008999988;6640047.9837;3.51856794151794;47.46498987618404;3.648642942581766;46.85877111918135;47.4649898762,3.51856794152;46.8587711192,3.64864294258
899000;Ligne de St-Pierre-d'Albigny à Bourg-St-Maurice;Exploitée;1;001+768;080+227;79dfe6de-e28c-11e8-92ff-01b064e0362d;947739.8962000012;6500949.728599999;993799.6388999969;6509112.015999999;6.176713440199949;45.56319005839464;6.771495983315452;45.61837665759655;45.5631900584,6.1767134402;45.6183766576,6.77149598332
844300;Raccordement de Culmont-Chalindrey;Exploitée;1;389+309;390+534;79e14358-e28c-11e8-92ff-01b064e0362d;883049.128399998;6747354.5814;883713.9048999995;6748112.916999999;5.445626121916854;47.801071345936236;5.454817029435444;47.80770757844123;47.8010713459,5.44562612192;47.8077075784,5.45481702944
486506;Voie du port de Paimpol;Exploitée;1;541+776;542+261;79dc052c-e28c-11e8-92ff-01b064e0362d;256283.71720000356;6870088.422699999;255847.9856000021;6869839.2425;-3.044133669552932;48.77797718968842;-3.049786305038737;48.77544285227049;48.7779771897,-3.04413366955;48.7754428523,-3.04978630504
958000;Ligne de Bondy à Aulnay-sous-Bois;Exploitée;1;000-159;007+910;79e25112-e28c-11e8-92ff-01b064e0362d;661636.9900000021;6866180.9771;663092.7013999969;6870336.3462000005;2.476771801288891;48.89449300780299;2.496263967667117;48.931945523072685;48.8944930078,2.47677180129;48.9319455231,2.49626396767
935606;Voie-mère de Martigues à Lavera;Exploitée;1;000+000;004+650;79e33946-e28c-11e8-92ff-01b064e0362d;864162.6912999973;6255529.344799999;862590.1334000006;6257181.8508;5.02495030897948;43.379948358188955;5.006078903439136;43.395170960749724;43.3799483582,5.02495030898;43.3951709607,5.00607890344
800316;Raccordement sud de La Voulte (bifurcation sud);Exploitée;1;004+712;005+000;79e088c8-e28c-11e8-92ff-01b064e0362d;840807.4026999995;6412223.7654;840482.4136999995;6412149.482999999;4.780542057322274;44.79487543390448;4.776412756393871;44.79427272161987;44.7948754339,4.78054205732;44.7942727216,4.77641275639
830359;Virgule d'Avignon Courtine;Exploitée;1;743+788;745+252;79e41382-e28c-11e8-92ff-01b064e0362d;844286.4521000013;6315701.746100001;843461.362499997;6315284.5955;4.796752211680302;43.92554493383894;4.786363657109745;43.9219602083956;43.9255449338,4.79675221168;43.9219602084,4.78636365711
460000;Ligne de Sablé à Montoir-de-Bretagne;Exploitée;1;260+143;289+985;79dbc924-e28c-11e8-92ff-01b064e0362d;448916.15160000324;6753868.244800001;423701.52859999985;6754238.1844;-0.35735539681702305;47.83716122546165;-0.694273401222061;47.8303578059197;47.8371612255,-0.357355396817;47.8303578059,-0.694273401222
569000;Ligne des Aubrais-Orléans à Orléans;Exploitée;1;118+028;121+050;79dd4ade-e28c-11e8-92ff-01b064e0362d;618063.1273000017;6759925.914000001;618178.4937999994;6756985.3363999985;1.902668664994224;47.93460108838358;1.9047597010918702;47.90815419279802;47.9346010884,1.90266866499;47.9081541928,1.90475970109
307000;Ligne d'Arras à St-Pol-sur-Ternoise;Exploitée;1;192+195;229+263;79da18ce-e28c-11e8-92ff-01b064e0362d;683526.5600999966;7020240.899500001;653520.8316999972;7031267.056899998;2.769175849883366;50.279846846828335;2.347474901699922;50.3773335256566;50.2798468468,2.76917584988;50.3773335257,2.3474749017
374300;Raccordement de Serquigny;Exploitée;1;000+000;001+751;79dc484e-e28c-11e8-92ff-01b064e0362d;534725.6608999968;6891549.035;533708.5530000031;6892960.2269;0.7365107135865571;49.10244415435492;0.722031372332344;49.114864099307255;49.1024441544,0.736510713587;49.1148640993,0.722031372332
656000;Ligne de Puyoô à Dax;Exploitée;1;270+432;300+380;79e173ea-e28c-11e8-92ff-01b064e0362d;383644.73120000213;6277380.060899999;373472.21829999983;6299675.6217;-0.913269131077973;43.52493094470796;-1.05302860638746;43.72067113373731;43.5249309447,-0.913269131078;43.7206711337,-1.05302860639
837000;Ligne de Perpignan à Figueras (LGV);Exploitée;1;000+000;024+587;79e12262-e28c-11e8-92ff-01b064e0362d;684673.9869000018;6174566.9998;688438.3288000003;6150538.638799999;2.813274318404453;42.67057483023673;2.85965767539408;42.454634875100865;42.6705748302,2.8132743184;42.4546348751,2.85965767539
752340;Raccordement de Grenay (LGV);Exploitée;1;416+648;419+962;79df9bb6-e28c-11e8-92ff-01b064e0362d;861418.4699999988;6508811.478399999;863460.0362000018;6506496.934;5.073122722710162;45.65978156631151;5.098540778880845;45.63846122811232;45.6597815663,5.07312272271;45.6384612281,5.09854077888
