CODE_LIGNE;LIB_LIGNE;STATUT;RG_TRONCON;PKD;PKF;IDGAIA;X_D_L93;Y_D_L93;X_F_L93;Y_F_L93;X_D_WGS84;Y_D_WGS84;X_F_WGS84;Y_F_WGS84;C_GEO_D;C_GEO_F
830351;Raccordement nord de Tarascon;Exploitée;1;761+350;762+872;79e1084c-e28c-11e8-92ff-01b064e0362d;834291.5042999983;6302718.9833;833418.9909000024;6301651.751699999;4.66891043347654;43.81071220778382;4.65779203971903;43.801275854283546;43.8107122078,4.66891043348;43.8012758543,4.65779203972
508000;Ligne d'Aubigné-Racan à Sablé;Exploitée;1;353+254;359+254;79dcbb46-e28c-11e8-92ff-01b064e0362d;454479.189199999;6750939.015700001;450806.8699999973;6754872.463100001;-0.281429372249972;47.812925386410306;-0.332670265648349;47.84691168562646;47.8129253864,-0.28142937225;47.8469116856,-0.332670265648
366106;Embranchement de Cherbourg-Maritime;Exploitée;1;000+005;001+313;79e68de6-e28c-11e8-92ff-01b064e0362d;366331.48420000076;6957217.453600001;367023.66849999875;6957921.3638;-1.6183602462096571;49.626276680167656;-1.609369470224216;49.63295452449511;49.6262766802,-1.61836024621;49.6329545245,-1.60936947022
600000;Ligne de Salbris au Blanc;Exploitée;1;178+687;245+900;79e48e68-e28c-11e8-92ff-01b064e0362d;628208.9579999968;6703165.1338;581309.1344999969;6671263.609299999;2.047698693564584;47.42493936706334;1.434099370883792;47.13104900166463;47.4249393671,2.04769869356;47.1310490017,1.43409937088
088000;Ligne de Lérouville à Pont-Maugis;Exploitée;1;131+150;142+831;79e6bde2-e28c-11e8-92ff-01b064e0362d;849691.0988999978;6946907.389600001;841588.3069999963;6953891.681299999;5.070044138065088;49.60370592029848;4.960437219350617;49.668304596629945;49.6037059203,5.07004413807;49.6683045966,4.96043721935
330000;Ligne de St-Denis à Dieppe;Exploitée;2;030+095;118+912;79da9084-e28c-11e8-92ff-01b064e0362d;632605.7155999988;6884125.890000001;594653.2537999973;6949481.677099999;2.077988410126109;49.053462640062456;1.5423582074753082;49.63573399781761;49.0534626401,2.07798841013;49.6357339978,1.54235820748
834310;Raccordement R2N de Redessan-Manduel;Exploitée;1;000+000;003+300;79e120c8-e28c-11e8-92ff-01b064e0362d;822936.0107000023;6304735.910100002;819987.8333000019;6303777.468699999;4.528311737402872;43.830927369683145;4.491444483923608;43.822811226740924;43.8309273697,4.5283117374;43.8228112267,4.49144448392
752323;Raccordement Sud de Montereau LGV;Exploitée;1;000+000;000+384;79df9a1c-e28c-11e8-92ff-01b064e0362d;699392.7712000012;6809618.823399998;699061.0232999995;6809620.7379;2.991798094470708;48.38686729126476;2.987317135367721;48.38688412074389;48.3868672913,2.99179809447;48.3868841207,2.98731713537
787000;Ligne de Vichy à Riom;Exploitée;1;365+705;405+777;79e051f6-e28c-11e8-92ff-01b064e0362d;733503.1053000018;6557913.773499999;709354.6944999993;6532005.6932;3.433845874400901;46.12019639407774;3.120626497216653;45.887660774761535;46.1201963941,3.4338458744;45.8876607748,3.12062649722
593000;Ligne de Vierzon à St-Pierre-des-Corps;Exploitée;1;199+664;304+000;79ddc518-e28c-11e8-92ff-01b064e0362d;628690.7254000008;6681206.363600001;532544.9319999963;6701240.1017;2.057565019922154;47.22732629632017;0.77992017283015;47.390314794202645;47.2273262963,2.05756501992;47.3903147942,0.77992017283
863300;Raccordement de St-Amour (à Gevrey-Chambertin);Exploitée;1;000+000;001+223;79e2e0bc-e28c-11e8-92ff-01b064e0362d;853584.8276999965;6688033.4103999995;854618.6982000023;6688283.7190999985;5.031772203761253;47.274828880626025;5.045528930388452;47.27684125891993;47.2748288806,5.03177220376;47.2768412589,5.04552893039
750316;Raccordement de Badan (poste 1) à Chasse-sur-Rhône (poste 3);Exploitée;1;000+014;000+753;79df8446-e28c-11e8-92ff-01b064e0362d;838733.9103000015;6501803.476599999;838932.1538999975;6501221.822000001;4.779859803560344;45.601677782245005;4.782233869607717;45.596401185301325;45.6016777822,4.77985980356;45.5964011853,4.78223386961
847000;Ligne de Vaivre à Gray;Exploitée;1;051+170;052+846;ff31f8ec-e44b-11e8-80ff-0140b2273146;895877.3302000016;6709852.223700002;894636.4580999985;6709093.232099999;5.600401953611822;47.45999596053665;5.583610776370632;47.4535339663454;47.4599959605,5.60040195361;47.4535339663,5.58361077637
099000;Ligne de Metz-Ville à Château-Salins;Exploitée;1;002+000;002+300;79e67012-e28c-11e8-92ff-01b064e0362d;931709.425499998;6892897.195700001;931922.1666999981;6892686.609000001;6.173243513497996;49.093998749203664;6.176037911764455;49.09202996667541;49.0939987492,6.1732435135;49.0920299667,6.17603791176
534311;Raccordement de Commequiers;Exploitée;1;000+515;001+310;79de991e-e28c-11e8-92ff-01b064e0362d;329314.6538999975;6641329.154199999;329164.3531000018;6640701.872099999;-1.860637700116938;46.76937629490512;-1.862097722519314;46.763655686658936;46.7693762949,-1.86063770012;46.7636556867,-1.86209772252
710000;Ligne de Laqueuille au Mont-Dore;Exploitée;1;443+158;453+752;79e60516-e28c-11e8-92ff-01b064e0362d;676845.8858999982;6504903.505199999;682414.5188999996;6498816.512899999;2.70275012532186;45.64328069387341;2.77446234911453;45.588634909169826;45.6432806939,2.70275012532;45.5886349092,2.77446234911
263300;Raccordement de Beuvrages;Exploitée;1;246+548;250+865;79d99412-e28c-11e8-92ff-01b064e0362d;736304.070600003;7032478.230599999;737202.7780999988;7030271.930799998;3.509790315421901;50.388878842123404;3.522204927142396;50.36901938129944;50.3888788421,3.50979031542;50.3690193813,3.52220492714
335303;Raccordement d'Achères Voie 1A;Exploitée;1;022+220;023+913;79dabb92-e28c-11e8-92ff-01b064e0362d;632807.7060000002;6873458.9276;632382.6228;6872516.750300001;2.082447246016062;48.95757329527385;2.076793415712471;48.949056869982;48.9575732953,2.08244724602;48.94905687,2.07679341571
192000;Ceinture de Metz;Exploitée;1;152+336;161+275;79d7a4a0-e28c-11e8-92ff-01b064e0362d;931727.6692999974;6892875.088100001;930295.0293999985;6898417.627900001;6.173480930679304;49.09379354524346;6.156915092389664;49.1441026000915;49.0937935452,6.17348093068;49.1441026001,6.15691509239
712000;Ligne de Busseau-sur-Creuse à Ussel;Exploitée;1;389+135;423+650;79df0226-e28c-11e8-92ff-01b064e0362d;625170.6269000024;6558685.1248;635712.5922999978;6531626.853100002;2.030919125050327;46.123836220898106;2.171110687609099;45.88127521573198;46.1238362209,2.03091912505;45.8812752157,2.17111068761
236000;Ligne de Laon au Cateau;Exploitée;1;140+715;140+800;79e38fca-e28c-11e8-92ff-01b064e0362d;744371.0521000028;6941503.7190000005;744361.4217000008;6941510.3407999985;3.613145067422245;49.57123119476843;3.613012704649615;49.57129137298835;49.5712311948,3.61314506742;49.571291373,3.61301270465
408360;Raccordement de Laval-Est;Exploitée;1;000+000;005+575;79e5703c-e28c-11e8-92ff-01b064e0362d;426445.7128000036;6782269.892700002;422042.95120000094;6782797.610300001;-0.675066425549488;48.08350210294831;-0.734462939444533;48.08638745210356;48.0835021029,-0.675066425549;48.0863874521,-0.734462939445
570385;Raccordement de Villognon;Exploitée;1;000+523;004+444;79e6178e-e28c-11e8-92ff-01b064e0362d;476415.32339999825;6529757.923;476135.6582000032;6533386.809599999;0.11926466619267201;45.83075398113921;0.113956435431666;45.86331807814727;45.8307539811,0.119264666193;45.8633180781,0.113956435432
474000;Ligne d'Auray à Pontivy;Exploitée;1;589+000;639+906;79dbf1ee-e28c-11e8-92ff-01b064e0362d;247456.1419999972;6750855.7082;256014.42559999973;6790244.5152;-3.039920813242195;47.70224514235627;-2.965775460249527;48.0615601977653;47.7022451424,-3.03992081324;48.0615601978,-2.96577546025
915000;Ligne de Veynes à Briançon;Exploitée;1;240+048;299+168;79e3043e-e28c-11e8-92ff-01b064e0362d;923701.2457000017;6385412.465;973999.9645000026;6388984.446600001;5.815941234250181;44.5318792637303;6.450331343737513;44.54604811183889;44.5318792637,5.81594123425;44.5460481118,6.45033134374
141000;Ligne de Graffenstaden à Strasbourg-Neudorf;Exploitée;1;001+434;008+136;79e69ea8-e28c-11e8-92ff-01b064e0362d;1046365.1636999995;6837562.5678;1049710.8033000007;6840441.796100002;7.695320280495816;48.54558494216154;7.7429068598439414;48.56964124093352;48.5455849422,7.6953202805;48.5696412409,7.74290685984
655000;Ligne de Bordeaux-St-Jean à Irun;Exploitée;1;000+000;235+063;79e1697a-e28c-11e8-92ff-01b064e0362d;419015.49440000206;6420412.621300001;310479.87380000204;6260573.4256;-0.555977516187791;44.82592310199666;-1.803648551505024;43.337642787597495;44.825923102,-0.555977516188;43.3376427876,-1.80364855151
909000;Ligne de Grenoble à Montmélian;Exploitée;1;006+852;050+034;79e0236a-e28c-11e8-92ff-01b064e0362d;918658.246299997;6457817.8396000005;937382.6268000007;6493983.789099999;5.784641753561916;45.184967707601984;6.040600900633729;45.504183142695425;45.1849677076,5.78464175356;45.5041831427,6.04060090063
366000;Ligne de Mantes-la-Jolie à Cherbourg;Exploitée;1;056+531;370+287;79d95734-e28c-11e8-92ff-01b064e0362d;605650.1485000029;6876964.234999999;366171.73409999907;6958012.340999998;1.7108688051177592;48.98567872374631;-1.621209487331477;49.63332345014513;48.9856787237,1.71086880512;49.6333234501,-1.62120948733
757000;Ligne de Maison-Dieu aux Laumes-Alésia;Exploitée;1;249+350;249+557;79e5bbf6-e28c-11e8-92ff-01b064e0362d;788596.5865999982;6711958.263799999;788768.4297000021;6711998.688200001;4.176933796758217;47.502046242612685;4.179224272936034;47.50238700838567;47.5020462426,4.17693379676;47.5023870084,4.17922427294
868000;Ligne de Chaugey à Lons-le-Saunier;Exploitée;1;347+023;357+815;79e5bae0-e28c-11e8-92ff-01b064e0362d;871042.9818999991;6667263.558600001;877384.9307999983;6658860.739599999;5.254762706461732;47.08364465573615;5.335042425397016;47.00636462291765;47.0836446557,5.25476270646;47.0063646229,5.3350424254
654000;Ligne de Dax à Mont-de-Marsan;Exploitée;1;210+500;210+934;79e682fa-e28c-11e8-92ff-01b064e0362d;417483.56930000335;6315654.8774;417926.07680000365;6315709.135499999;-0.516340187358725;43.88327711627313;-0.5108697869838761;43.88394205786001;43.8832771163,-0.516340187359;43.8839420579,-0.510869786984
319000;Ligne de Breteuil-Embranchement à Breteuil-Ville;Exploitée;1;095+035;101+800;79da6928-e28c-11e8-92ff-01b064e0362d;655396.4076000005;6947858.4342;649476.0956000015;6947863.7936;2.382955492036394;49.628319193026;2.301057477837878;49.62792403674849;49.628319193,2.38295549204;49.6279240367,2.30105747784
975000;Ligne de Paris-St-Lazare à St-Germain-en-Laye;Exploitée;1;000+045;010+911;79e376be-e28c-11e8-92ff-01b064e0362d;650459.9248000011;6864267.829999998;641400.1533999965;6866614.927700002;2.324559028730099;48.87652569960012;2.200719857872972;48.89687134618213;48.8765256996,2.32455902873;48.8968713462,2.20071985787
843000;Ligne d'Is-sur-Tille à Culmont-Chalindrey;Exploitée;1;346+806;390+572;79e13ff6-e28c-11e8-92ff-01b064e0362d;860260.4175999984;6715477.888099998;883044.6499999985;6748176.507300001;5.129832199967969;47.52021534007557;5.445906370699546;47.80846651260561;47.5202153401,5.12983219997;47.8084665126,5.4459063707
534000;Ligne de Nantes-État à La Roche-sur-Yon par Ste-Pazanne;Exploitée;1;000+696;068+427;79de95a8-e28c-11e8-92ff-01b064e0362d;355954.4697000012;6687888.535700001;329290.938500002;6641356.624499999;-1.54723586547477;47.2021066286959;-1.8609700314226711;46.76961003218106;47.2021066287,-1.54723586547;46.7696100322,-1.86097003142
368301;Raccordement de Darnétal à Rouen-Rive-Droite;Exploitée;1;115+420;115+829;79dc321a-e28c-11e8-92ff-01b064e0362d;563973.9139000028;6927970.457400002;563696.9130000025;6928252.864700001;1.125068313081348;49.43663635010778;1.121159074416263;49.43911474236762;49.4366363501,1.12506831308;49.4391147424,1.12115907442
687000;Ligne d'Orléans à Gien;Exploitée;1;122+644;161+942;79deb714-e28c-11e8-92ff-01b064e0362d;619049.5494000018;6757182.8999999985;654997.3684;6745830.330699999;1.916381652221741;47.91004017121303;2.398717191805543;47.811325508127695;47.9100401712,1.91638165222;47.8113255081,2.39871719181
205311;Raccordement de Mohon;Exploitée;1;139+667;140+684;79d7cd64-e28c-11e8-92ff-01b064e0362d;825172.7731000036;6962055.8026;826008.0822999999;6962405.204999998;4.735709390699741;49.745093372508535;4.74739564438374;49.748066427157426;49.7450933725,4.7357093907;49.7480664272,4.74739564438
301000;Ligne d'Arras à Dunkerque-Locale;Exploitée;1;191+724;305+200;79d9f72c-e28c-11e8-92ff-01b064e0362d;684129.6076000035;7020740.342;655431.9003999978;7104216.037900001;2.7776059341950363;50.28434673371853;2.366081702627345;51.032042183333616;50.2843467337,2.7776059342;51.0320421833,2.36608170263
310000;Ligne de St-Omer à Hesdigneul;Exploitée;1;064+337;081+930;79da2278-e28c-11e8-92ff-01b064e0362d;650133.956600003;7072654.218199998;637043.9214000031;7067351.2115;2.294739232845327;50.74851574283956;2.110464390267466;50.6997478302479;50.7485157428,2.29473923285;50.6997478302,2.11046439027
390000;Ligne de Lisieux à Trouville-Deauville;Exploitée;1;189+528;219+243;79daeb6c-e28c-11e8-92ff-01b064e0362d;498344.47389999777;6896323.850400001;488197.8876999989;6921712.452;0.23633980947094302;49.13494212680153;0.084564049824909;49.35975414891227;49.1349421268,0.236339809471;49.3597541489,0.0845640498249
908320;Raccordement de Châteauneuf sur Isère;Exploitée;1;000+000;002+020;79e3ff82-e28c-11e8-92ff-01b064e0362d;856988.2110000029;6436091.8094;855903.8650999963;6434628.385200001;4.992685032381769;45.006229276985955;4.978461651892622;44.99330262044209;45.006229277,4.99268503238;44.9933026204,4.97846165189
027000;Ligne de Nançois-Tronville à Neufchâteau;Exploitée;1;000-174;003+400;79e63508-e28c-11e8-92ff-01b064e0362d;868434.944600001;6848997.570700001;870234.5709000006;6846193.803100001;5.289855888024643;48.71912920067191;5.313191386875783;48.693449997248656;48.7191292007,5.28985588802;48.6934499972,5.31319138688
963000;Ligne de La Plaine à Ermont-Eaubonne;Exploitée;1;003+140;006+327;79e2596e-e28c-11e8-92ff-01b064e0362d;652622.005400002;6867952.550900001;650087.056599997;6868222.138700001;2.353624760653361;48.909823643173624;2.319010553200225;48.91205629665123;48.9098236432,2.35362476065;48.9120562967,2.3190105532
981000;Ligne de Paris-Nord à Paris-Gare-de-Lyon (RER ligne D);Exploitée;2;002+547;005+266;79e278f2-e28c-11e8-92ff-01b064e0362d;652170.2757000029;6862392.9705;654057.3897999972;6860637.1622;2.348088310515538;48.85979474591461;2.373998001816566;48.84414217437708;48.8597947459,2.34808831052;48.8441421744,2.37399800182
683000;Ligne des Aubrais-Orléans à Malesherbes;Exploitée;1;117+300;159+751;79e5efa6-e28c-11e8-92ff-01b064e0362d;618006.4070999995;6760198.7467;644348.6455999985;6787186.347399998;1.901858331528687;47.937049103619685;2.251206923395045;48.18266011963223;47.9370491036,1.90185833153;48.1826601196,2.2512069234
862301;Raccordement à niveau de Longvic;Exploitée;1;001+528;001+766;79e2df8a-e28c-11e8-92ff-01b064e0362d;854421.860299997;6690190.228399999;854600.0363999978;6690196.871100001;5.04357863909657;47.294044641653166;5.04593779778415;47.29406289011495;47.2940446417,5.0435786391;47.2940628901,5.04593779778
705000;Ligne de Montluçon à Moulins;Exploitée;1;408+048;408+179;79e51102-e28c-11e8-92ff-01b064e0362d;725864.2818000019;6606461.150400002;725917.4547000006;6606579.2009;3.337616815608313;46.55768123657002;3.338317496513959;46.5587421520745;46.5576812366,3.33761681561;46.5587421521,3.33831749651
736000;Ligne de Castelnaudary à Rodez;Exploitée;1;311+384;311+547;79e5dc4c-e28c-11e8-92ff-01b064e0362d;614949.6040000021;6246433.655200001;615119.6897;6246414.944200002;1.9522221811483411;43.31198435643312;1.954320358052525;43.31183633359251;43.3119843564,1.95222218115;43.3118363336,1.95432035805
959300;Raccordement nord de Villiers-sur-Marne;Exploitée;1;000+000;001+853;79e252f8-e28c-11e8-92ff-01b064e0362d;664473.185800001;6858379.333299998;666150.7436000034;6858162.0287999995;2.5161053679838012;48.824495465568276;2.538971371056199;48.82263144893826;48.8244954656,2.51610536798;48.8226314489,2.53897137106
851000;Ligne de Gray à St-Jean-de-Losne;Exploitée;1;053+000;054+220;79e2a968-e28c-11e8-92ff-01b064e0362d;869944.7550999969;6670464.1512;869907.7246000022;6669402.918000001;5.241490564197004;47.11272967946524;5.240605340813892;47.10318863854627;47.1127296795,5.2414905642;47.1031886385,5.24060534081
086000;Ligne de Conflans-Jarny à Metz-Ville;Exploitée;1;317+672;326+000;79d883da-e28c-11e8-92ff-01b064e0362d;909899.5166999996;6900084.001899999;916982.1652999967;6900484.163699999;5.87842254738281;49.16607952738909;5.97566555956323;49.16731484613719;49.1660795274,5.87842254738;49.1673148461,5.97566555956
500000;Ligne de Chartres à Bordeaux-St-Jean;Exploitée;1;140+946;163+598;79e37106-e28c-11e8-92ff-01b064e0362d;560506.7410999984;6776453.157299999;542358.8624000028;6766335.6686;1.126829727299308;48.07356453513559;0.88687765057261;47.97842474351687;48.0735645351,1.1268297273;47.9784247435,0.886877650573
033000;Ligne de Langres à Andilly-en-Bassigny;Exploitée;1;000+000;000+747;79e57a84-e28c-11e8-92ff-01b064e0362d;874589.2137999982;6756101.481400002;874318.7232000008;6756768.2359;5.336121359432057;47.88206215858669;5.332767612396118;47.88813211280379;47.8820621586,5.33612135943;47.8881321128,5.3327676124
736000;Ligne de Castelnaudary à Rodez;Exploitée;1;358+710;366+560;79df3ebc-e28c-11e8-92ff-01b064e0362d;630780.0794999972;6277316.2075;638103.7070999965;6278461.954599999;2.143100086463382;43.59152253066446;2.23361839194898;43.60250829746775;43.5915225307,2.14310008646;43.6025082975,2.23361839195
957311;Raccordement de Noisy-le-Sec-Sud;Exploitée;1;004+305;004+483;79e24e00-e28c-11e8-92ff-01b064e0362d;661391.1916000023;6866011.5320999995;661510.998300001;6865806.0304999985;2.473434898392013;48.89295454481826;2.475087461539207;48.89111369972773;48.8929545448,2.47343489839;48.8911136997,2.47508746154
431300;Raccordement de Massy (LGV);Exploitée;1;000+000;001+864;79dce0d6-e28c-11e8-92ff-01b064e0362d;647620.4629999995;6849016.471500002;646089.8395999968;6848023.555;2.287722858049188;48.739142003026664;2.267035358180099;48.73008592789185;48.739142003,2.28772285805;48.7300859279,2.26703535818
317000;Ligne de Rochy-Condé à Soissons;Exploitée;1;049+056;076+550;79e4af4e-e28c-11e8-92ff-01b064e0362d;674173.5452999994;6926337.2765999995;700167.3082000017;6922867.620499998;2.644054988514926;49.43594990807667;3.002304492804794;49.405287173358246;49.4359499081,2.64405498851;49.4052871734,3.0023044928
925000;Ligne d'Avignon à Miramas;Exploitée;1;000+547;068+536;79e310f0-e28c-11e8-92ff-01b064e0362d;845489.3483999968;6317539.925099999;861476.9922999963;6277812.6228;4.812251508493534;43.94183604753643;4.998792596074934;43.580978723590526;43.9418360475,4.81225150849;43.5809787236,4.99879259607
140370;Raccordement de Lucy;Exploitée;1;000+000;004+430;79e5ca10-e28c-11e8-92ff-01b064e0362d;953611.2088999972;6879643.116599999;956693.6644999981;6877452.938700002;6.464858037553233;48.966650932072795;6.505588256009375;48.94575214247288;48.9666509321,6.46485803755;48.9457521425,6.50558825601
530000;Ligne de Nantes-Orléans à Saintes;Exploitée;1;000+000;251+289;79de89dc-e28c-11e8-92ff-01b064e0362d;356273.28329999745;6689466.420699999;418933.1802000031;6524053.051399998;-1.544230274778459;47.216453501485695;-0.617057967396444;45.758133461676444;47.2164535015,-1.54423027478;45.7581334617,-0.617057967396
535000;Ligne de Commequiers à St-Gilles-Croix-de-Vie;Exploitée;1;001+310;012+715;79de9bb8-e28c-11e8-92ff-01b064e0362d;329164.3531000018;6640701.872099999;322641.2703000009;6633633.660599999;-1.862097722519314;46.763655686658936;-1.941609608187194;46.696491785801165;46.7636556867,-1.86209772252;46.6964917858,-1.94160960819
071000;Ligne d'Esbly à Crécy-la-Chapelle;Exploitée;1;000+055;009+945;79d85900-e28c-11e8-92ff-01b064e0362d;686117.0483999997;6867032.3794;693159.0571999997;6862156.7936;2.810621935936421;48.90314285769408;2.906760741549543;48.859410068505085;48.9031428577,2.81062193594;48.8594100685,2.90676074155
178000;Ligne de Thionville à Apach;Exploitée;1;001+217;022+168;79d79986-e28c-11e8-92ff-01b064e0362d;931199.4505999982;6922569.754500002;944261.5289999992;6935173.800999999;6.182636916373607;49.360723550502;6.369634087163511;49.4690446210445;49.3607235505,6.18263691637;49.469044621,6.36963408716
890000;Ligne de Lyon-Perrache à Genève (frontière);Exploitée;2;060+215;075+559;79e1d1ac-e28c-11e8-92ff-01b064e0362d;942209.0322000012;6572807.462400001;930684.0248000026;6568597.3913;6.142518258485579;46.21173453806879;5.99106668602377;46.17788179382888;46.2117345381,6.14251825849;46.1778817938,5.99106668602
830000;Ligne de Paris-Lyon à Marseille-St-Charles;Exploitée;1;000-047;862+100;79e0c518-e28c-11e8-92ff-01b064e0362d;654141.9079999998;6860684.675999999;893225.5130999982;6247786.928399999;2.375144453535615;48.844575487566956;5.380361658503912;43.30303274768377;48.8445754876,2.37514445354;43.3030327477,5.3803616585
350000;Ligne de Malaunay-Le Houlme à Dieppe;Exploitée;1;149+995;200+010;79d931a6-e28c-11e8-92ff-01b064e0362d;557586.6911000013;6937689.519299999;562105.4804000035;6981463.516899999;1.033729594370428;49.52256549806926;1.081412809091867;49.91676041680653;49.5225654981,1.03372959437;49.9167604168,1.08141280909
561000;Ligne de Tours au Mans;Exploitée;1;237+390;333+261;79dd3ffc-e28c-11e8-92ff-01b064e0362d;526136.247299999;6699737.697299998;491110.2723999992;6769617.9331;0.695583830255439;47.37514296179226;0.198854033522249;47.99359924487616;47.3751429618,0.695583830255;47.9935992449,0.198854033522
408345;Raccordement de la virgule de Sablé-sur-Sarthe;Exploitée;1;000+000;003+612;79e56fce-e28c-11e8-92ff-01b064e0362d;451286.19359999895;6762194.710000001;452847.89169999957;6759158.518199999;-0.330395262268224;47.9129335181193;-0.307805813356475;47.886223552167806;47.9129335181,-0.330395262268;47.8862235522,-0.307805813356
867000;Ligne de Seurre à Chalon-sur-Saône;Exploitée;1;087+273;106+186;79e2f630-e28c-11e8-92ff-01b064e0362d;851511.1519000009;6646929.996800002;840195.3532000035;6633212.681899998;4.990646150459985;46.90536606328959;4.837834275167303;46.78436394250752;46.9053660633,4.99064615046;46.7843639425,4.83783427517
570360;Raccordement de Migne-Auxances;Exploitée;1;000+000;001+226;79e5aeb0-e28c-11e8-92ff-01b064e0362d;497240.00559999794;6615621.425700001;497471.0671999976;6616662.725099999;0.350257579923798;46.61002576667217;0.35281888125013705;46.61946644083633;46.6100257667,0.350257579924;46.6194664408,0.35281888125
569300;Raccordement d'Orléans vers Tours;Exploitée;1;121+597;122+352;79dd4c48-e28c-11e8-92ff-01b064e0362d;618226.5834999979;6757562.235100001;617676.0169999972;6758014.078899998;1.9052962834530351;47.91335155408378;1.897842359256908;47.917348640204345;47.9133515541,1.90529628345;47.9173486402,1.89784235926
116000;Ligne de Sélestat à Lesseux-Frapelle;Exploitée;1;000+074;010+480;79e5c842-e28c-11e8-92ff-01b064e0362d;1029554.2947999984;6804933.360100001;1021135.9703999981;6805704.888999999;7.443065956457046;48.26127138420181;7.3303699617999;48.27240824543283;48.2612713842,7.44306595646;48.2724082454,7.3303699618
536000;Ligne de Ste-Pazanne à Pornic;Exploitée;1;000+475;029+731;79de9cae-e28c-11e8-92ff-01b064e0362d;334827.4372999966;6678052.553800002;313722.1319999993;6680725.818100002;-1.817875172027586;47.10243686807898;-2.09784847146638;47.114534446667705;47.1024368681,-1.81787517203;47.1145344467,-2.09784847147
524000;Ligne de Neuville-de-Poitou à Bressuire;Exploitée;1;000+000;021+250;79e589ee-e28c-11e8-92ff-01b064e0362d;489350.5603;6623756.1954;468952.4834000021;6622557.0689;0.243527893490449;46.6807989693456;-0.022543411635664003;46.66328945146641;46.6807989693,0.24352789349;46.6632894515,-0.0225434116357
145000;Ligne de Strasbourg à Lauterbourg;Exploitée;1;000+000;056+840;79d8fc8e-e28c-11e8-92ff-01b064e0362d;1048971.2239999995;6842114.9048000015;1080064.9853999987;6887539.399;7.734259299051056;48.58506336156198;8.195418202530504;48.97522489147601;48.5850633616,7.73425929905;48.9752248915,8.19541820253
030000;Ligne de Neufchâteau à Épinal;Exploitée;1;093+528;098+373;79d6cde8-e28c-11e8-92ff-01b064e0362d;931810.6332999989;6805028.723200001;933411.9011999965;6801330.4509;6.126999307758695;48.30426924700385;6.146589814151718;48.27044863675517;48.304269247,6.12699930776;48.2704486368,6.14658981415
446000;Ligne de Plouaret à Lannion;Exploitée;1;531+252;547+146;79dba868-e28c-11e8-92ff-01b064e0362d;223471.54079999775;6853570.196699999;225332.10069999844;6866883.848000001;-3.470755997826093;48.60650640608806;-3.460362272489274;48.72722615858606;48.6065064061,-3.47075599783;48.7272261586,-3.46036227249
834311;Raccordement R1N de Redessan-Manduel;Exploitée;1;000+000;002+789;79e45252-e28c-11e8-92ff-01b064e0362d;819824.4540000036;6303837.026900001;822279.7854999974;6304092.324000001;4.489428129401961;43.82337484243842;4.520001724018899;43.82525080755143;43.8233748424,4.4894281294;43.8252508076,4.52000172402
468000;Ligne de Rennes à Redon;Exploitée;1;373+780;443+521;79dbdc7c-e28c-11e8-92ff-01b064e0362d;351840.9619999975;6788307.747400001;319112.6275999993;6739760.831999999;-1.680053484138559;48.10225761723553;-2.07692818548487;47.64799240974376;48.1022576172,-1.68005348414;47.6479924097,-2.07692818548
830336;Raccordement de Chasse-sur-Rhône;Exploitée;1;000+000;001+682;79e105e6-e28c-11e8-92ff-01b064e0362d;840046.7458999977;6501714.390799999;839163.5649999976;6500824.485300001;4.7966707871952075;45.600608084832665;4.785086212323207;45.592777106412626;45.6006080848,4.7966707872;45.5927771064,4.78508621232
359000;Ligne de Bréauté-Beuzeville à Fecamp;Exploitée;1;202+151;221+950;79e54004-e28c-11e8-92ff-01b064e0362d;513304.2304000035;6947998.813700002;510658.1422000006;6965423.180100001;0.41806185654120204;49.60371548720671;0.37348157863123105;49.75941385060644;49.6037154872,0.418061856541;49.7594138506,0.373481578631
786000;Ligne de Vichy à Cusset;Exploitée;1;000+408;004+231;79e050a4-e28c-11e8-92ff-01b064e0362d;733157.0763000026;6559045.013099998;736233.4499000013;6559943.612300001;3.429444756018405;46.13039995182778;3.469357698986264;46.13833393238;46.1303999518,3.42944475602;46.1383339324,3.46935769899
005390;Raccordement de Vendenheim;Exploitée;1;405+815;408+532;79e53b54-e28c-11e8-92ff-01b064e0362d;1045092.2863999978;6853639.6952;1047459.3662;6849666.5581;7.691038081620711;48.69062437983453;7.719914273055731;48.653682807447446;48.6906243798,7.69103808162;48.6536828074,7.71991427306
341306;Raccordement de Graville (ouest);Exploitée;2;224+730;226+806;79d92302-e28c-11e8-92ff-01b064e0362d;494728.0927999988;6936816.2826000005;492738.4853999987;6936735.280099999;0.16691744097573702;49.49755508540234;0.139522042152383;49.49618302463729;49.4975550854,0.166917440976;49.4961830246,0.139522042152
647000;Ligne de Bon-Encontre à Vic-en-Bigorre;Exploitée;1;204+130;204+675;79e67d38-e28c-11e8-92ff-01b064e0362d;506234.2119999975;6286845.792300001;506113.5923999995;6286290.107000001;0.5983564357999871;43.65413136712279;0.5970718604460991;43.649100635755765;43.6541313671,0.5983564358;43.6491006358,0.597071860446
658000;Ligne de Bayonne à Allées-Marines;Exploitée;1;200+286;203+020;79e49200-e28c-11e8-92ff-01b064e0362d;338238.9975999966;6275057.454700001;336763.0982000008;6276499.864100002;-1.472180425125861;43.48238247094629;-1.4913997864776531;43.49458556455497;43.4823824709,-1.47218042513;43.4945855646,-1.49139978648
